Title;Note;Description;Éditeur;Date de publication;Nombre de pages
15 : Meisetsu Technical High School Rugby Football Club Vol. 2;10/10;Akira Uchigawa est devenu officiellement l'un des 15 joueurs de l'équipe de rugby de son lycée, et il est désormais temps pour eux d'affronter leurs prochains adversaires. Devant eux se trouve le lycée Takase Ikuei, qui possède l'équipe la plus forte de la préfecture. Une bataille terrible commence alors entre les deux équipes.;; Square Enix; 618 ¥
15 : Meisetsu Technical High School Rugby Football Club Vol. 3;10/10;"Même suite à leur défaite, les jeunes se serrent les coudes et se tiennent toujours debout tous ensemble. Le club de rugby du lycée technique de Meisen a su surmonter la difficulté d'aujourd'hui, et désormais, il est temps pour eux de se tourner vers ""demain"".";; Square Enix; 628 ¥
1518! Vol. 1;-/10;Sachi Maruyama est une jeune fille qui vient d'entrer au lycée. Dès la rentrée, elle découvre les nombreux clubs que proposent son nouvel établissement, mais aucun ne l'intéresse réellement. Elle est alors invitée par l'un de ses anciens camarades du collège à rejoindre le conseil des élèves. Elle accepte et va y faire la rencontre de Karasuya, un garçon qu'elle avait déjà remarqué trois ans auparavant, sur un terrain de baseball.;; Shogakukan; 607 ¥
1518! Vol. 2;-/10;"Un mois s'est écoulé depuis la rentrée. Sachi et Koshiro sont devenus le personnel officiel du conseil étudiant. Koshiro est le président du ""marathon de bienvenue pour les nouveaux étudiants"", recommandé comme porte-drapeau représentatif. Quel est le ""jeu"" auquel Sachi compte défier le président?";; Shogakukan; 607 ¥
1518! Vol. 3;-/10;"Les membres du département exécutif sont occupés à préparer un grand événement, le conseil étudiant. Koshiro et Sachi décident de planifier une vidéo à jouer lors de l'assemblée générale en tant que groupe de cinéma. La comédie musicale ""Ice Daisakusen"" composée avec la participation du département exécutif, voit le jour ! Le département exécutif peut-il survivre à l'assemblée générale? ?";; Shogakukan; 607 ¥
1518! Vol. 4;-/10;«Une histoire qui commence lorsque vous abandonnez vos rêves.»  La compétition est au début de l'été. Pour soutenir les qualifications du Koshien, Koshiro travaille à fond ! Du responsable Aoi Hino, au président du conseil étudiant, comment se passera la rencontre au moment de l'admission ?;; Shogakukan; 607 ¥
1518! Vol. 5;-/10;"Yukiko a réalisé que ses sentiments pour Koshiro étaient amoureux. À ce moment-là, le camarade de classe de Koshiro, ""Nakanatsu"" est apparu et les deux se sont soudainement approchés !? Piscine, feu d'artifice, auberge pour étudiants ... ""L'été sans baseball"" que Koshiro vivra pour la première fois commence!";; Shogakukan; 607 ¥
1518! Vol. 6;-/10;Le deuxième semestre commence et le lycée Musashi Daiichi rattaché à l'université de Matsukagakuen se prépare pour le festival de Matsutake. Nakanatsu s'inquiétait de la préparation de l'événement et des activités du club, et a finalement annoncé qu'il quitterait la fanfare ...;; Shogakukan; 650 ¥
1518! Vol. 7;-/10;L'amour qui relie Koshiro Karasuya et Yuki Maruyama est à son apogée ! De plus, le lieu de la prochaine élection présidentielle du conseil étudiant est un mystère ! Où cela se déroulera-t-il ?  La conclusion d'une charmante histoire d'amour, mêlant romance et sport !;; Shogakukan; 650 ¥
16 Sai, Kare ni Himitsu de Kimi to Kisu shita Vol. 1;-/10;Pendant le festival, Kana tente de se confesser à son ami d'enfance, Tomoki. Il lui répond de venir le retrouver demain au sanctuaire pour parler de tout ça. Cependant, le lendemain il lui pose un lapin. Kana commence à paniquer de ne jamais revoir Tomoki.; Shogakukan; 25/11/2016; 192
16-sai, Shinkon Hajimemashita. Vol. 1;7/10;16-sai, Shinkon Hajimemashita. est un recueil d'histoires courtes signées Kayoru.  Chapitre 1 et 2 : 16-sai, Shinkon Hajimemashita. Chapitre 3 : Akuma no Yuuwaku ni, Amaku Torokeru Chapitre 4 : Idol-sama wa Watashi ni Muchuu?! Chapitre 5 : (Sokuhou) Class no Ikemen ga Watashi no Kamikyoku ni Muchuu na Ken.; Shogakukan; 26/05/2014; N&B
1661 - Koxinga Z Vol. 1;-/10;A la fin du XVIIème, la compagnie des Indes orientales a étendue son emprise sur la moitié du globe et a laissé des empreintes sanglantes partout où elle rencontrait de la résistance.  Pourtant, en 1661, une force arrive au sud de l'île paradisiaque de Formose.  Frederick Coyett, dernier gouverneur néerlandais de Formose, va faire face à 25 000 soldats chinois menés par Koxinga, le jeune loyaliste Ming et fils d'un pirate qui transformera Formose en Taïwan.  Un One-shot sur une bataille historique autour de l'autodétermination avec une inspiration à la 300.;; Nazca; 10/05/2017
16bit Sensation Vol. 1;-/10;En 1992, une étudiante universitaire, Meiko Uehara, commence à travailler à temps partiel chez un fabricant de jeux érotiques. Elle est douée pour le dessin et est nommée graphiste, mais elle n'a jamais dessiné d'illustrations pour adultes auparavant et n'a aucune idée de ce qu'il faut faire... Sera-t-elle capable de mener à bien son jeu érotique ?;; Kadokawa Shoten; 1012 ¥
16bit Sensation Vol. 2;-/10;Less compétences de Meiko se développent rapidement. Le jeu se vend bien, et elle reçoit une offre pour produire une version grand public du jeu de ses rêves ! De plus, un projet de l'idée de Meiko est lancé, et elle et ses amies entrent dans la turbulente seconde moitié des années 90.;; Kadokawa Shoten; 1012 ¥
17 ans - Une chronique du mal Vol. 1;8.43/10;Sachiko n'a que 17 ans. Et c'est parce que de jeunes garçons veulent s'amuser qu'elle se retrouve séquestrée et va subir brimades, agressions et tortures des semaines durant. Personne ne veut la libérer car tous ont peur de faire face aux conséquences ! Personne ne semble se soucier de son sort, ni la police ni les parents. Seule sa sœur jumelle poursuit sans relâche les recherches car elle sait que sa sœur est en danger. Arrivera-t-elle à la retrouver avant que l'irréparable ne se produise ?  Découvrez une histoire terrifiante, crue et révélatrice de la société japonaise inspirée de la véritable histoire de Junko Furuta qui a bouleversé les Japonais à la fin des années 80.;; naBan; 06/12/2004
17 ans - Une chronique du mal Vol. 2;9/10;La bande de Miyamoto continue de tourmenter Sachiko, dont l'état physique et moral se dégrade de plus en plus. Miyamoto devient de plus en plus virulent et ne supporte plus aucune contradiction, ce qui tend de plus en plus les relations entre les membres du gang. Kazuya, chez qui Sachiko est séquestrée, fait désormais régner la terreur à la maison et s'en prend physiquement à ses parents qui n'osent rien dire...;; naBan; 28/03/2005
17 ans - Une chronique du mal Vol. 3;9/10;La recherche de Sachiko se poursuit alors que les tensions entre les membres du gang ne cessent de s'accroître. Les jeunes recrues prennent peur et ne veulent plus se retrouver mêlés à cet enlèvement, mais c'est sans compter sur Miyamoto qui compte bien affirmer son emprise sur le groupe et n'est pas prêt à relâcher la jeune fille. Le groupe se fissure, le déni est désormais omniprésent et le sort de Sachiko n'en est que plus précaire. Heureusement la ténacité de Miki et les investigations de la police commencent à payer.;; naBan; 12/09/2005
17 ans - Une chronique du mal Vol. 4;9.33/10;La bande de Miyamoto continue de tourmenter Sachiko, dont l'état physique et moral se dégrade de plus en plus. Miyamoto devient plus virulent et ne supporte plus aucune contradiction, ce qui tend de plus en plus les relations entre les membres du gang. Kazuya, chez qui Sachiko est séquestrée, fait désormais régner la terreur à la maison et s'en prend physiquement à ses parents qui n'osent rien dire.;; naBan; 26/12/2005
17 Guyz Vol. 1;-/10;Le volume contient six chapitres, les deux derniers chapitres sont des one-shot.  Chapitre 1-4 :  Haruhiko et Ken'ichi sont deux amis du lycée, âgés de 18 et 16 ans. Ils sont inséparables et travaillent comme mad dogs pour la mafia. Lorsque Ken'ichi est enlevé et tabassé par un gang voisin, Haruhiko vole à son secours et par la même occasion, lui avoue ses sentiments qui sont réciproques.Commence alors leur idylle entre les crises de jalousie d'Haruhiko, qui ne supporte pas que Ken'ichi parle de leur sensei, et leur boulot de botter les fesses aux gangs voisins.  Chapitre 5 :  Sakai est un jeune homme qui n'a pas vraiment de chance avec les femmes : elles partent toutes les unes après les autres. Se présente alors un jeune garçon du nom de Yuu, qui dit être le frère de Miki, la nouvelle ex de Sakai. Mais en réalité, c'est le frère d'une autre ex. Quant à Sakai, il ne peut s'enlever Yuu de la tête.  Chapitre 6 :  Yan Yingcheng est une jeune coiffeur beau et sportif qui coiffe Ganle Chencheng, un rédacteur de magazine de mode assez charmant. Yan est envouté par la beauté du rédacteur et lui propose de devenir son coiffeur personnel, mais Ganle veut juste que ce dernier lui fasse une nouvelle coupe de cheveux. La tâche va être plus dure que prévu surtout quand on aime la beauté d'un homme aux cheveux mi-longs.; Takeshobo; 01/08/2000;
17 Nenme no Jounetsu Vol. 1;-/10;"""Je peux le dire. Au moment où nous nous sommes regardés, j'ai su que c'était lui"".  Sur ces mots, Ran, qui aspire à un amour comme sa sœur mariée, a fait la rencontre de l'amour de sa vie. Les sentiments de Ran ont émergé dans son cœur. Mais un petit problème demeure : celui qui fait battre son cœur n'est autre que son professeur, et lui ne la voit que comme son élève."; Kodansha; 12/01/1999; 173
17-21 Vol. 1;8.79/10;À travers quatre récits de jeunesse dessinés entre 17 et 21 ans, découvrez les origines de l'oeuvre du génial Tatsuki Fujimoto, l'auteur de Chainsaw Man ! Thématique post-apocalyptique, atmosphère étrange et inquiétante, humour basculant dans la violence, antihéros naïfs et dépassés par les évènements... Les principaux motifs chers à Fujimoto sont déjà présents. Derrière les tâtonnements et les idées qui fusent, la force narrative de l'artiste se déploie à travers des récits tous saisissants.;; Crunchyroll, Kazé (Seinen); 04/10/2021
17-Sai Vol. 1;6.44/10;Recueil de quatre oneshots.  PS : Je t'aime :  Arisu, travaillant dans une librairie à temps partiel, découvre un jour un mot d'amour coincé dans un bouquin du rayonnage. Un mot signé Tsubaki Himura. Serait-ce le même Tsubaki dragueur de sa classe ?  Koibana - Koi :  Yûka, 20 ans, est la numéro un d'un club d'hôtesses. Malgré ça, elle est toujours vierge, ce qui attire bien évidemment bon nombre de ses clients qui espèrent chaque soir de pouvoir passer à l'acte. Un soir, un nouveau client réservé fait son apparition et la demande. Hiroshi, 23 ans, n'est jamais sorti avec une femme auparavant, et désire donc s'entraîner.  17 sai :  Yû Nakura a vécu une relation douloureuse après avoir surpris son petit ami en train de la tromper après trois mois de relation. C'est ainsi que dorénavant, elle refuse toutes relations non sérieuses. Riku Kashiwada, son meilleur ami, n'hésite pas à la défendre quand elle en a besoin.  Happy Honey :  Mitsuki se voit confesser son amour par un garçon métisse ressemblant fortement à un Américain. Le lendemain, Philip, le garçon qui s'est confessé à elle, la surprend sur le toit de son école et lui annonce qu'il retourne en Amérique dans 10 jours. Il se met donc au défi de la faire succomber à son charme avant son départ.; Kodansha; 12/10/2007; N&B
17-sai Kara Yarinaosu Propose Vol. 1;-/10;"""J'aurais aimé tomber amoureuse de toi quand j'étais au lycée..."".  C'est par ces mots inexplicables que la petite amie adorée d'Osamu rejette sa demande en mariage. Plus tard, il est victime d'un accident et est renvoyé dans le passé, à l'époque où il était lycéen. Osamu essaie alors de retrouver sa petite amie et de se mettre avec elle, mais lorsqu'il la rencontre à nouveau, il se rend compte qu'elle a une jumelle... !";; Houbunsha; 704 ¥
17-sai Kara Yarinaosu Propose Vol. 2;-/10;"""Cette confession que tu as fais, est-elle toujours valable ?""  Osamu remonte le temps jusqu'à l'époque du lycée pour retrouver sa petite amie bien-aimée. Il tente de découvrir laquelle des jumelles est sa véritable ""petite amie"", mais un jeune homme qui prétend être l'ami d'enfance des jumelles apparaît... Pendant ce temps, la soudaine proximité d'Osamu avec Miku laisse Mio complétement déstabilisée !";; Houbunsha; 704 ¥
17-sai Tabidachi no Futari Vol. 1;-/10;Risa et Maiko, deux filles de 17 ans, vont vite devenir amies peu de temps après leur rencontre. Rapprochées par leur solitude et leur tristesse, elles vont apprendre ensemble à apprécier la vie. Mais dès qu'elles vont commencer à devenir plus proche, le destin est amené à les séparer dans des directions différentes.; Kodansha; 12/09/2003; N&B
170 cm Otometica Vol. 1;-/10;Karen rêve d'être un grand modèle. Mais un jour, le bureau où elle travaille fait faillite. Soudain apparaît Nanaigotuchi, un génie artistique réputé dans le monde entier. Il est connu pour être capable de changer n'importe quelle fille en un véritable top modèle. Karen décide de travailler dur pour arriver à devenir une belle jeune femme !;; Kodansha; 440 ¥
170 cm Otometica Vol. 2;-/10;N/C;; Kodansha; 440 ¥
18 Diary Vol. 1;8/10;N/C; Shogakukan; 25/10/2003; N&B
18 Eighteen Vol. 1;-/10;Keiichi, 18 ans, a déménagé dans une ville de campagne pour des raisons familiales.  Keiichi souhaite une vie discrète et calme, mais Leo, un inconnu rencontré sur le trajet de son déménagement, l'accompagne jusqu'à sa nouvelle destination ... Mais on peut dire que tout ne ce passe pas comme Keiichi l'aurait souhaité, même si tout cela reste quelque peu chaleureux.  La nouvelle vie de Keiichi commence.;; Square Enix; 660 ¥
18 Eighteen Vol. 2;-/10;N/C;; Square Enix; 660 ¥
18 Eighteen Vol. 3;-/10;N/C;; Square Enix; 660 ¥
18-ji Kara Boku no Mono Vol. 1;-/10;Nous suivons une jeune fille du nom de Sachi qui vient de perdre sa mère et qui se retrouve à hériter d'une énorme somme d'argent. Sachi, pour combler sa solitude, dépense son argent sans compter. Mais cela ne suffit pas à combler son malheur...; Shogakukan; 26/10/2022; 168
18-Sai, Niizuma, Furin Shimasu. Vol. 1;-/10;Asuka est l'héritière d'un immense domaine, appelé l'Empire Sanjou. Avec son diplôme d'études secondaires, elle doit épouser son garde du corps Akira.;; Shogakukan; 499 ¥
18-Sai, Niizuma, Furin Shimasu. Vol. 2;-/10;N/C;; Shogakukan; 499 ¥
18-Sai, Niizuma, Furin Shimasu. Vol. 3;-/10;N/C;; Shogakukan; 499 ¥
18-Sai, Niizuma, Furin Shimasu. Vol. 4;-/10;N/C;; Shogakukan; 499 ¥
